artist_id,artist_name,artist_country
ARDE7I31187FB43352,Gonzalo Rubalcaba,Cuba
ARDF6RM1187FB5A409,Martin Denny,United States
ARDFZE61187FB45994,Jake Hess,United States
ARDG6IY1187B9AAE87,Mothers Pride,Switzerland
ARDG9Z71187B997023,Public Image Ltd,United Kingdom
ARDGB6U1187FB3AD07,Eurythmics,United Kingdom
ARDHKHJ1187B9B62EA,Steve Wilson,United States
ARDHWW41187B9A86B0,Paris_ Texas,United States
ARDINVM1187B98A6C1,Marc Lavoine,France
ARDIP5S1187FB57056,Diamond D,United States
ARDK0551187FB5AC48,Blind Willie Johnson,United States
ARDK5LC1187B9AB681,Bobby Bland,United States
ARDK6QW1187B9B8D85,UK Subs,United Kingdom
ARDKSWK1187B99092B,Stan,United Kingdom
ARDL6T21187FB36FDD,C.J. Chenier,United States
ARDM8331187B9B947E,Pedro Aznar,Argentina
ARDMKKB1187B9A0EDA,Très,United States
ARDMPZU1187B99A472,Light Of The World,United Kingdom
ARDNBQU1187B9B6DC2,Kieran,United States
ARDNQ0R1187B9BA1EF,Lonnie Johnson,United States
ARDNS031187B9924F0,Tim Wilson,United States
ARDP3WW1187FB3D28C,Sue Foley,Canada
ARDPFGP1187B98A58A,Concretes,Sweden
ARDPTGD1187B9AD361,Brand X,United States
ARDPZFB1187B9A91C3,Gisele MacKenzie,Canada
ARDQ9AP1187B9BA3F6,Killswitch Engage,United States
ARDTECS1187FB538C0,Symphony in Peril,United States
ARDUWD61187FB58F58,Alphonse Mouzon,United States
ARDW5AW1187FB55708,Shawn Colvin,United States
ARDXWVZ1187B9B52F1,Michael Whalen,United States
ARDY3451187B9A0226,Skeeter Davis,United States
ARDYMTV122ECCBC383,Samba Mapangala and Orchestra Virunga,Kenya
ARDZQ5U1187B9ADEAE,John Fogerty,United States
ARE0OLY1187B9AD19F,Jesse Malin and The St. Marks Social,United States
ARE0X5X1187B993A86,Midwest Product,United States
ARE13NK1187FB4CF92,Alternative TV,United Kingdom
ARE17W51187FB5381B,Rui Da Silva,United Kingdom
ARE1N571187B98A47D,Prozak,United Kingdom
ARE26EG1187B990AEF,Sunscreem,United Kingdom
ARE2QID1187B98FA19,Sleepy John Estes,United States
ARE36MM1187B991E50,Blind Lemon Jefferson,United States
ARE5OK11187FB450F1,Viktor Krauss,United States
ARE7AY71187FB53D26,Play,Sweden
ARE815V1187B998A43,T-la Rock,United States
ARE8LV21187B9B9A6B,Shifty,United States
ARE8V001187B994A56,Guy Forsyth,United States
ARE9SYU1187B9B9838,Jerry Reed,United States
AREB9421187FB458EF,Tommy Overstreet,United States
AREEMIN11F4C848971,Gil Semedo,The Netherlands
AREENKN1187B98F35D,Plasmatics,United States
AREJXK41187B9A4ACC,Raphael,France
AREKO1L1187B997EFE,The Radio Dept,Sweden
AREKZKE11F50C4A7D8,Rocker-T,United States
ARELA4P1187B991507,Charles Williams,United States
ARELMNO1187FB52929,Bottom Of The Hudson,United States
ARELVCU1187B98F3E5,Serpentine,Switzerland
AREMHJX1187FB41DAB,DJ Vix,United Kingdom
AREN9121187B99D57A,Elvira,United States
ARENXFQ1187B996F17,Ram Squad,United States
AREOGMA1187B9908EF,Hot Tuna,United States
AREOREU1187B99AACD,Rhian Sheehan,New Zealand
AREQ9AY1187FB40E19,Spitfire,Greece
AREU6JB1187B9911D4,Virtuoso,United States
AREUIRT11F4C8408E6,Peter Spence,United Kingdom
AREUMQS1187FB3AC8F,Fabri Fibra,Italy
AREUUVW1187B99A697,Paul Stanley,United States
AREV0ZO1187B997221,Doyle Bramhall,United States
AREVNQH1187B98FDDB,Peter Gallagher,Ireland
AREVWGE1187B9B890A,Bitter End,Brazil
AREW0021187B9AF8F9,Giuseppi Logan,United States
AREW7CO1187B9A1B0D,Onesidezero,United States
AREWQSE1187B9AEC6C,The Jackson Southernaires,United States
AREXM411187FB560C4,We Five,United States
AREXX3T1187B989950,Scott Krippayne,United States
AREY3RN1187B993C5F,Goatwhore,United States
AREZBYP122C86758CC,Rusted Shut,United States
AREZMPH11F4C83B364,Everly Brothers,United States
AREZWC61187FB52DCF,Johnny Nash,United States
ARF0COO1187B99B9EF,Cauterize,United States
ARF1FZV1187B98C928,Tiny Bradshaw,United States
ARF1Q9B1187B9ADCC7,Lit,United States
ARF2EHS1187B994F4E,Kings Of Leon,United States
ARF3FRP1187B9A77BF,Groupa,Sweden
ARF3L8J1187B9B7866,Astarte,Greece
ARF3XJD1187FB38DE0,Cristy Lane,United States
ARF4V431187FB3AA41,Slim Whitman,United States
ARF84A41187B9A34E7,Rancid,United States
ARF88UQ1187FB5A3E9,Jay Tee & Baby Bash,United States
ARF9BNW1187FB3F54B,Dottie West,United States
ARF9N341187B9B9BFB,Recluse,United States
ARFCUN31187B9AD578,The Rolling Stones,United Kingdom
ARFEAZE1187B99A080,Swim,Italy
ARFEV5S1187B99F2EA,Aeoliah,Canada
ARFFDZU1187FB50682,Alan Silvestri,United States
ARFG66D1187FB536B6,Junior M. A. F. I. A.,United States
ARFH6FT1187FB5BF47,T.O.K.,United States
ARFJD5L1187B9A30BA,Los Van Van,Cuba
ARFK98R1187B9B0552,Pursuit Of Happiness,Canada
ARFKY7F1187FB3EFAC,Axe,United Kingdom
ARFKYG51187FB4CE41,April Wine,Canada
ARFLD291187B9966AA,Damita Jo,United States
ARFN2TE11A348EFFB4,David Cook,United States
ARFN3YG1187B9AD9F1,Skyforger,Latvia
ARFN4JN1187B98C627,Bedrock,Namibia
ARFNJ4O1187B9A204B,Broadcast,United Kingdom
ARFQ3191187B98AD2E,Marion Harris,United States
ARFQWAA1187FB3BACB,Julissa,United States
ARFRKCM1187B99A041,Jamie Richards,United States
ARFS01P1187B9A395A,Leland Martin,United States
ARFTMGO1187B9A777A,Percy Faith,Canada
ARFUSID1241B9C9462,Daniela Dessì,Italy
ARFVYJI1187B9B8E13,Pearl Jam,United States
ARFXRHR1187B98FF09,Bo Carter,United States
ARG03XQ1187B99A494,Dobby Dobson,United States
ARG09R51187FB4D5C2,Bryan White,United States
ARG1FA61187B994921,Bobby Marchan,United States
ARG36WO1187B9B3A9A,Jeff Talmadge,Canada
ARG4K2W1187B99EA5D,Charles Aznavour,United States
ARG53231187FB3982D,The Starting Line,United States
ARG99CA1187FB3D09A,2XL,United States
ARG9CID1187B9AB010,Taking Back Sunday,United States
ARG9E8O1187B99AB4F,Bury Your Dead,United States
ARGBR4I1187B99D073,Mudhoney,United States
ARGC7FQ1187FB409CC,Stew,United States
ARGCFSQ122988F7D0B,Buckeye Politicians,United States
ARGCY1Y1187B9A4FA5,Gloriana,United States
ARGE4J31187B9B41EE,Sofia Karlsson,Sweden
ARGEKDX1187FB3A5BF,Marcus Miller,United States
ARGFFA01187B9A2D11,Pennywise,United States
ARGH53H1187B9A5511,Cliff Bruner,United States
ARGHPIE1187FB3CCDF,Fenton Robinson,United States
ARGHV4C1187B995847,The Mustangs,United States
ARGIABO1187FB4B3B5,Ronnie Milsap,United States
ARGJ0911187FB4613F,Maria Muldaur,United States
ARGK9MB1187FB37402,MIMS,United States
ARGKD4W1187B990E04,Brenda Lee,United States
ARGKWSI11F50C488CC,Smidi Beats,United States
ARGLOWN1187B99C06D,North Mississippi Allstars,United States
ARGMCPU1241B9C4C34,Scott Ainslie,United States
ARGMXQW1187FB54C34,Eliane Elias,Brazil
ARGNZOL1187FB5CE7C,Fernando Ortega,United States
ARGOLWM1187B98CEDE,Commissioned,United States
ARGP3GD1187B999801,Tony Martin,United States
ARGPFYP1187B98F5CB,The Highwaymen,United States
ARGQANQ11F50C4769E,Y&T,United States
ARGR7431187FB3F3FB,Jacques Higelin,France
ARGS67J1187FB3FC1A,Righteous Brothers,United States
ARGSJW91187B9B1D6B,JennyAnyKind,United States
ARGSJXS1187B994788,Big Dee Irwin,United States
ARGUACZ1187FB3F35C,Connie Smith,United States
ARGV2PR1187B9AD702,Cecilia Bartoli / International Chamber Soloists / Orchestra La Scintilla / Adam Fischer,Italy
ARGWFMR1187B98D0E7,Cómplices,Brazil
ARGXNS21187B999665,Tina Britt,United States
ARGY96L1187FB410ED,Jimmy McGriff,United States
ARGYPFI1187FB3D997,La 5A Estacion,Kingdom of Norway
ARH0Z131187B9B69E9,Kool Moe Dee,United States
ARH0ZIQ1187B99EC94,Cotton Candy,United States
ARH24021187FB4DEA1,Black Messiah,Germany
ARH3TXI1187FB3A486,Kathy Troccoli,United States
ARH42KA11C8A416880,Peloton,United States
ARH4Z031187B9A71F2,Faye Adams,United States
ARH6S8I1187B9893FB,The Allies,United States
ARH8VT91187FB49CA2,The Exciters,France
ARH9NBO1187FB43904,David Taylor,United States
ARHB1961187B9B1732,Kofi,United States
ARHBV1W1187B9B496C,Rachel Loy,United States
ARHCHE61187B9AB217,Harry Choates,United States
ARHCUCR1187B98F589,Geoff Muldaur,Brazil
ARHG53Q1187B9ACBFC,Alias,United States
ARHI20L1187FB4C997,Jeff Beck,United Kingdom
ARHIC3Q1187B9B1773,Big Daddy Kane,United States
ARHJJ771187FB5B581,Screaming Lord Sutch,United Kingdom
ARHK7A51187FB411D8,Roy Rogers,United States
ARHKOPH11F919A768B,Coffinberry,United States
ARHL8SP1187B98F8A3,Sick Of It All,United States
ARHNMEZ11F50C4706C,Karen Peck And New River,United States
ARHOCA51187FB39213,Laura Leon,United States
ARHONG11187FB3B120,L.A. Guns,United States
ARHP6H31187FB4A38C,DJ Icey,United States
ARHPDQM1187FB3C318,Albert Collins,United States
ARHRKTK1187B99E1D5,Jackie Wilson,United States
ARHRP6Q1187FB3F016,Buzzhorn,United States
ARHRY5S1187B99B96F,Static-X,United States
ARHSAFX1187B98E89A,Brian Keane,United States
ARHSAXP11EB9C80B35,Stewart Francke,United States
ARHSNFO1187B993B7C,Grant And Wilson,United States
ARHT0B11187B993CB3,Eddy Raven,United States
ARHTP2H1187B9A9A7F,Migraine,United States
ARHUQUF1187FB382E6,T-Bone,South Africa
ARHWO3N1187B98F196,Eugene McDaniels,United States
ARHXIOW1187FB3AF67,The Mad Capsule Markets,Japan
ARHYYNT1187B9A3AB8,Hiram Bullock,Japan
ARHZCG01187B99E4DE,Stanley Clarke,United States
ARI0PUX1187FB3F215,Maxi Priest,United Kingdom
ARI2JSK1187FB496EF,Nick Ingman;Gavyn Wright,United Kingdom
ARI3BMM1187FB4255E,Alice Stuart,United States
ARI3GKM1187B9B7837,The Dylans,United Kingdom
ARI4RPW1187B9B862D,Hermeto Pascoal,Brazil
ARI4S0E1187B9B06C0,David Arkenstone,United States
ARI6NMB1187FB3FE1E,Jaime Jamgochian,United States
ARI88U61187FB41C60,Billy Walker,United States
ARIA09I1187B9A6D6E,Sportsguitar,Switzerland
ARIBU2J1187FB5B09F,Tarheel Slim,United States
ARID33C1187FB4610A,David Rose,United States
ARIDQH31187B9ACB84,BMX Bandits,United Kingdom
ARIF3EV1187B9B8522,Paul Taylor / Terry Dexter,United States
ARIF6IS1187B98FDEB,Primordial,Ireland
ARIFK6X1187B9ADA44,Will Ackerman,Germany
ARIG6O41187B988BDD,Richard Souther,United States
ARIHI8H1187B9B0058,Jackie Edwards,Jamaica
ARIHWZG11F50C50E1C,Vivian Khor,United States
ARIIEQL1187FB5CE68,Buddy Miles,United States
ARIIXHS11F50C48D0D,Agency 1.9.9.4,United States
ARIN12F1187FB3E92C,Grant Geissman,United States
ARIQ7ZV1187B9916C6,Loop Guru,United Kingdom
ARIQD5J1187B98D8DC,Kerson,United States
ARIR1PS1187B9AFFFA,Omni,United States
ARIRD6J1187FB5A98C,Sugar Minott,Jamaica
ARIS3CU1187B9B9423,REX ALLEN JR.,United States
ARIT9Y51187FB364AE,The Irish Rovers,Canada
ARIUHYM1187B9AEAE4,Ultimate Fakebook,United States
ARIW1BH1187FB4C94A,Architecture In Helsinki,Australia
ARIZODP1187B9AD272,Bryan Ferry,United Kingdom
ARJ1OYE1187B9ACC2D,Ebba Forsberg,Sweden
ARJ1W5M1187FB458F3,Sweet,United Kingdom
ARJ1YJV1187B9955DA,Crucial Conflict,United States
ARJ3DXR1187FB4F879,Dirty Harry,United States
ARJ3TAF1187FB4AAB1,David & Steve Gordon,United States
ARJ7NR71187FB437B7,Yank Rachell,United States
ARJ8YLL1187FB3CA93,Morton Gould,United States
ARJ8ZIQ1187FB3FB5A,Milo,United States
ARJA1841187FB3A029,David Bowie,United Kingdom
ARJANQY1187B9A82F7,Leana,United States
ARJAOPV1187B9A96D9,Javier Mendoza Band,United States
ARJDR071187B98CBBB,Barbara Carr,United States
ARJDWAF122ECCBD2C9,Jah Legacy,France
ARJFOC01187FB413A5,Delbert McClinton,United States
ARJG2ID1187B9A767E,The Jam,United Kingdom
ARJH2E61187B9A1627,Clockwise,Canada
ARJIQLJ1187B998316,Long John Hunter,United States
ARJIWJH1187FB3F6B9,Elvin Bishop,United States
ARJJ8I01187FB4CE98,Joselito,Spain
ARJJGI41187B99C19B,Andréa,United Kingdom
ARJMW6Z1187B989C3C,Asha Puthli,India
ARJPUZC1187B99A8F6,Mike Brooks,Jamaica
ARJPZSG1187FB3E985,John Holt,Jamaica
ARJQ5JM1187FB486C7,James Blackwood with The Light Crust Doughboys,United States
ARJR7S11187FB36A2A,The Forms,United States
ARJRF841187B9B7F9A,Max Steiner,Austria
ARJTX7M1187FB4CED3,Be Bop Deluxe,United Kingdom
ARJUNZD1187B9A5DAE,Herb Alpert And The Tijuana Brass,United States
ARJV9031187B9AAFA1,Kyle Riabko,Canada
ARJVTRE1187B9959C0,Foghat,United States
ARJW7KB1187FB47C36,Olivia Ruiz,France
ARJWDVS11F4C8456F1,Angela Lashley,United States
ARK02331187B9A631E,Bambino_ Ivan Tirado,United States
ARK0TRD1187FB3BDE5,Bob Hope,United Kingdom
ARK2P961187B9AD524,Britny Fox,United States
ARK30AI1187FB3C777,Dive,United States
ARK3KQ41187B9A64F0,Ndala Kasheba,Tanzania
ARK7ZPW1187B99C170,Orchestra e Coro del Palacio de Bellas Artes Di Cittá del Messico_ Oliviero De Fabritiis_ Maria Call,United States
ARK82DC1187B9A1FEB,Gordon Jenkins,United States
ARK8EHO1187B9B71D1,Shamen,United Kingdom
ARK9TRQ1187B99C095,Nine Inch Nails,United States
ARKAUWC122988EDAD8,George Schuller,United States
ARKBCZ91187B98F486,Coco Montoya,United States
ARKBTAQ1187B9B4219,David Johansen,United States
ARKBTPV1187FB38A79,Faron Young,United States
ARKD9S41187B997CA6,Lorna,United Kingdom
ARKEFM61187B9A8202,Moon Mullican,United States
ARKETDZ1187B9B2566,Marlene Dietrich,Germany
ARKGGBJ122ECCBAC65,Arika Kane,United States
ARKKPRW1187FB4D81E,Equilibrium,United States
ARKKTIY11F4C845817,Chris Vickery,Canada
ARKL75U1187FB5B8B6,BoDeans,United States
ARKMIBT11F4C8430D9,The Antlers,United States
ARKON4P1187B98B291,Ron Goodwin,United Kingdom
ARKOVFX11EBCD75758,Terje Lie,United States
ARKPDFV1187B99804D,Jeanne Pruett,United States
ARKQ6QN1187B9B016D,Photek,United Kingdom
ARKQN8X1187B99221C,Joe Rogan,United States
ARKQQZA12086C116FC,B.o.B,United States
ARKRQSV1187B99FB13,Deborah Allen,United States
ARKRUIT11F50C4E6B1,Kooii,Australia
ARKSLFG1187B99DADD,The Keys,United Kingdom
ARKT5SH1187B9AE8BF,Murderdolls,United States
ARKU2GK1187B98C8AB,The Jason Bonham Band,United States
ARKU3Z61187FB51DCA,Rihanna,Barbados
ARKULSX1187FB45F84,Trafik,United States
ARKV9PA1187B9A6963,The Birds,United Kingdom
ARKVMRR122CC3B110A,The Booth Brothers,United States
ARKYI5T1187B99334F,Janet Paschal,United States
ARKZ68G1187B98B189,Gang Of Four,United Kingdom
ARKZT1W1187FB54EEA,Marilyn Scott,United States
ARL3VGT1187FB40E8E,Los Fabulosos Cadillacs,Argentina
ARL3X871187B996C0C,Lacy J. Dalton,United States
ARL43EQ1187FB4D5EC,Throw The Fight,United States
ARLB7A11187B9A331A,Al Rapone,United States
ARLBXGO11F4C83E520,Inspector 9,United States
ARLDW2Y1187B9B544F,Tommy James & The Shondells,United States
ARLDW6Z1187FB3F2A0,Abraham Laboriel,Mexico
ARLEYVQ122C86774EB,Billy Price_ Fred Chapellier,United States
ARLGUTA1187B9B605F,Terror Squad featuring Big Pun,United States
ARLGWFM1187FB4AC9F,Scarlet's Remains,United States
ARLH4CH11C8A4173EC,Creedence Clearwater Revived,Italy
ARLI9NJ1187B9911FB,Vodka Collins,Japan
ARLIIVS1187FB5583B,Philip Glass,United States
ARLJIGA122C849866D,Hot Live Guys,Canada
ARLJWTL1187B98C0DE,Modern Lovers,United States
ARLLRL61187B9B6698,The Sonics,United States
ARLMRES11F4C83E1E1,Barbara Lusch,United States
ARLNMEP11C8A41519E,Rockabye Baby!,United States
ARLNSD41187FB4D9A0,Sergio Franchi,Italy
ARLPXQE1187B99066C,Bonita & Jerry Cormier,Indonesia
ARLQ5EV1187FB4491D,Don Francisco,United States
ARLR9U31187B9A71AD,The Stooges,United States
ARLRHRM11E2835E415,Mandi,United Kingdom
ARLSGLC1187B9A969B,Vana,South Africa
ARLSGUY1187B98AEBC,Crabby Appleton,United States
ARLTWXK1187FB5A3F8,King Curtis with Jack Dupree,United States
ARLTX751187B9A1828,Frederick Knight,United States
ARLV8S31187B988B71,Georges Brassens,France
ARLWR721187B9A03C9,T.G.Sheppard,United States
ARLZ2LD1187B9B17FD,Emilia,United States
ARLZ3CF1187B98BD56,Daryl Coley,United States
ARLZLMN1187B9AD1CB,The Cars,United States
ARLZN951187FB42E49,Tad,United States
ARM0RY81187B9AF248,Jerry Goldsmith,United States
ARM3QKQ1187FB421E0,Willy DeVille,United States
ARM4J201187B9B8B3B,Gustavo Santaolalla,Argentina
ARM5JLS1187FB3615B,Tammy Wynette,United States
ARM7UY51187B993E17,Eddie Palmieri,United States
ARM8EYV1187B9B144D,Misty Roses,United Kingdom
ARM9D241187FB4DB7D,Marygold,Italy
ARM9Q581187B98E984,Kinky,Mexico
ARM9QAE1187B9AF687,Shaman,Brazil
ARMAC4T1187FB3FA4C,The Dillinger Escape Plan,United States
ARMAPSZ11F50C48146,Hollowtip,United States
ARMB95F1187B9B5B93,Cam'Ron / Juelz Santana,United States
ARMBDNQ1187FB3F3EC,Arthur Tracy,Moldova
ARMBR4Y1187B9990EB,David Martin,United States
ARMDBW21187FB37126,Grandmaster Flash,United States
ARMEYJD1187B9A4522,Daughters,United States
ARMG34A1187FB548A8,Thomas Dolby,Egypt
ARMGJ1W1187FB53EEC,Unison,United States
ARMJAGH1187FB546F3,The Box Tops,United States
ARMKO9M1187B9B0848,Theodis Ealey,United States
ARMM7T01187B9B31E0,Frank Caliendo,United States
ARMOE2A1187B991F89,Liquid Spill,Germany
ARMOHN71187FB3959F,Atreyu,United States
ARMORUX11F50C4EEBF,Terry Muska,United States
ARMPRI31187FB4F7D9,Vangelis,Greece
ARMQ32V1187B9999F3,Norrie Paramor,United Kingdom
ARMRCET1187FB52049,Fergie,United States
ARMRQF21187FB54D89,Kanda Bongo Man,Democratic Republic of the Congo
ARMSW7X1187FB5B504,Dave Eggar,United States
ARMT23H1187B995083,Emilio,United States
ARMTE8E1187FB5ACC2,Johnny Copeland,United States
ARMVRLO11F4C846488,The Villas,United States
ARMW4I01187B98AEF8,Tha Alkaholiks,United States
ARMX0GY1187B98B62E,Lynn August,United States
ARMYPSO11F50C49252,Dictators,United States
ARMZJIZ1241B9CA2DB,The Jane Shermans,United States
ARMZSTW1187B99DC0D,Jericho,Canada
ARN0NCG1187B9911A9,Vincenzo,France
ARN1J741187B99EFB9,Cross Country,United States
ARN1SGT1187B9AC5A4,Inner Circle,Jamaica
ARN2C4X1187B9B363C,Jack Off Jill,United States
ARN2ZKL1187FB3972B,The Distillers,United States
ARN5NHX1187FB4F755,The Smashing Pumpkins,United States
ARN6EWN1187B9A4600,Jimmy Wyble,United States
ARN6M7I1187FB4DEAF,A Skylit Drive,United States
ARN8NCB1187FB49652,Lionel Rogg,Switzerland
ARN9GBH1187FB3FEF9,Leo Gandelman,Brazil
ARNBFWO1187FB4D1DD,William Coulter,United States
ARNBIUE1187FB3E846,Benga,United Kingdom
ARNBXZH122988F2C16,Ambient Music Therapy,United States
ARNDB1X1187B990AA0,Suicidal Tendencies,United States
ARNDBEM1187B9A2918,Turisas,Finland
ARNDHMV1241B9C870B,Pantanito,Spain
ARNE16X1187B9B2DEE,Jimmy Cliff,Jamaica
ARNEL2O1187FB4421A,Bukka White,United States
ARNF6401187FB57032,Sophie B. Hawkins,United States
ARNFLMN1187FB50BB3,Chroma Key,Canada
ARNFTGS1187B9A465F,Circle Jerks,United States
ARNHJHU1187B98F79C,Nightfall,Colombia
ARNHMFD1187FB3B3F6,LL Cool J / Freeway,United States
ARNI9J91187B9ACFCD,The Primitives,United Kingdom
ARNILB71187B99EC88,Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,United States
ARNITNO1187FB555D3,Arturo Sandoval,Cuba
ARNJVSL1187B99AFD4,2raumwohnung,Germany
ARNLE621187B98ECB5,Mannheim Steamroller,United States
ARNLOIO11F4C841019,Isaacs,United States
ARNMHWR11F4C83B384,Kingston Trio,United States
ARNMUMC1187B9A7A38,Tigerstyle,United Kingdom
ARNMWP51187FB3E963,Curtis Mayfield,United States
ARNNBW81187FB55594,We Show Up On Radar,United Kingdom
ARNNHLN1187FB42912,Yahir,Mexico
ARNNKDK1187B98BBD5,Jinx,Croatia
ARNNPJM1187FB3DB37,Oscar Pettiford,United States
ARNNQBT1187FB437C1,Belphegor,United States
ARNPPTH1187B9AD429,Jimmy Page / Robert Plant,United Kingdom
ARNSAEA1187B9B908E,Cheo Feliciano,Puerto Rico
ARNUFGE1187B9B7881,THE CHIFFONS,United States
ARNVH8S1187FB52F86,Heavy D / McGruff,Jamaica
ARNZNFW122BCFCAB3B,Ino,Canada
ARO0QD41187FB3AB0A,Keb'Mo',United States
ARO1D981187B9A0D24,Al Duvall,United States
ARO2PB81187B98EB4A,Lari White,United States
ARO32TC1187FB39461,Chico,United States
ARO4H5M1187FB4384D,Adrenaline,United States
ARO5T1P1187B9AC680,Lou Reed,United States
ARO7FES1187B9A59BE,M.I.K.E.,United States
ARO89GU1187B98ADA2,Reni,United Kingdom
ARO9XCZ1187B99C255,Nolwenn Leroy,France
AROATPL1187FB48E12,UFO,United States
AROBI4X1187B99550D,Ed Bruce,United States
AROBQ0B1187FB404F6,Walter Jackson,United States
AROBVNV1187FB3F36C,Joey McIntyre,United States
AROCP781187B98E2A3,Tim Hughes,Canada
AROF4LP1187FB41C51,Selena,United States
AROF8OV1187FB55B85,Pelle Carlberg,Sweden
AROGO6K1187B992A39,Electrostatic,United States
AROI2SN1187B98E9FD,Kokane,United States
AROIL3N1187B9A9975,BLEED THE SKY,United States
AROJ4RQ1187FB50102,Pinch feat. Rudey Lee,United States
AROJAG11187B9B71A3,The Chap,United Kingdom
AROKDJ41187B9A7700,Mindless Self Indulgence,United States
AROLZEM1187B9A805E,Ashes to Ashes,Kingdom of Norway
AROMB601187B991317,Mae West,United States
AROMMO41187B99F8FF,Jeff Wahl,United States
ARON0YP1187FB4B465,Fiona,United States
ARONPP01187B995FB5,Cockney Rejects,United Kingdom
AROOKC21187B9AE85C,Missy Higgins,Australia
AROPBVQ1187FB36581,Khold,Kingdom of Norway
ARORFIN1187FB3BE5C,Danielle Bollinger,United States
AROSGVP1187B9B011F,The Clancy Brothers;Tommy Makem,Ireland
AROUOZZ1187B9ABE51,Willie Bobo,United States
AROVJWM1187B98E649,Hot Club Of Cowtown,Australia
AROVY9L1187FB3A97C,George Hamilton IV,United States
AROZFLY11F50C4F54F,Rainforest Trio,United States
ARP06GY1187B98B0F0,Yami Bolo,United States
ARP23RL1187FB497FE,Ernest Ranglin / Floyd Lloyd,Jamaica
ARP2TO91187B9913EA,Angélica María,United States
ARP32X81187B99EBF5,Vanessa Bell Armstrong,United States
ARP5MSK1187B99A54C,Jimmy Burns,United States
ARP5P651187FB5397F,Jimmie Davis,United States
ARP96FM1187B9AEA77,Semisonic,United States
ARPAAHK1187B9ABB00,Nickelback,Canada
ARPAL0H1187B990A8E,Nana Mouskouri,Greece
ARPATQ21187B9ACAFC,Happy Mondays,United Kingdom
ARPBNLO1187FB3D52F,Tiny Tim,United States
ARPC5161187B9AF35C,John Cephas & Phil Wiggins,United States
ARPCDZM1187B996876,Dyango,United States
ARPEJMN11F4C84080E,New Roanoke Jug Band,United States
ARPEPWU1187FB55B71,Limbonic Art,Kingdom of Norway
ARPEUYM1187FB4A97A,Slim Harpo,United States
ARPFHN61187FB575F6,Lupe Fiasco,United States
ARPFKK81187B99878D,Tex Williams,United States
ARPGPI81187B98AEEA,Chaotica,United States
ARPGT071187B9A6512,Guitar Shorty,United States
ARPGYM11187FB4B1E1,Owsley,United States
ARPH0O91187B99706D,Taste,Ireland
ARPHDQC11EBCD7802B,Sara Melson,United States
ARPISA41187FB3DE42,Humble Pie,United Kingdom
ARPJNT81187B98AD36,Sylvester Weaver,United States
ARPJTI51187B9B45FB,Billie Ray Martin Feat. Ann Peebles,Germany
ARPKATM1187B9B76E6,Hatebreed (int License),United States
ARPKK761187FB4D53C,The Ataris,United States
ARPKLK81187FB42AC9,Death SS,Italy
ARPN0NC1187B991591,Guitar Slim,United States
ARPOQKS1187B988FE2,Ed Calle,United States
ARPOV8N1187FB4D78F,Jimmy Nelson,United States
ARPQ4Z01187FB3A736,Butthole Surfers,United States
ARPRQSD12086C16679,The Incurables,United States
ARPU5CQ1187FB4469F,Art Ensemble Of Chicago,United States
ARPUBU61187B98A4E6,John Mayall,United Kingdom
ARPXDY61187B9AD0A8,Clannad,Ireland
ARPYIBX1187B9B113E,At The Gates,Sweden
ARPZIIA1187FB4CB9F,Eldar,United States
ARQ05GM1187B990512,A Static Lullaby,United States
ARQ0BG21187B99ED8F,Mush,Switzerland
ARQ0HOT1187B9A25FA,Mistress,United States
ARQ6DNW1187FB4DF1D,Deborah Coleman,United States
ARQ76LG1187B9ACD84,Black Flag,United States
ARQ91R31187FB38A88,Grandpa Jones,United States
ARQ9BO41187FB5CF1F,John Davis,United States
ARQATWU1187B98EE26,Ill Nino,United States
ARQCHDN1187FB4C7C2,Luiz Bonfa,Brazil
ARQDHPO1187B9A9F7C,Anthony Watson,United States
ARQDONM1187B9BA1AD,Junior Parker,United States
ARQESNI1187FB511EE,Morel,United States
ARQFPCY1187FB552CE,Sapo,United States
ARQFPFK1187FB533E1,Roger McGuinn,United States
ARQGYP71187FB44566,Jimmy Wakely,United States
ARQHJLT11F50C4C101,Bomb Squad,United States
ARQI60P1187FB464C9,The Ocean,Canada
ARQIB731187FB3BE17,Arthur Fiedler;Earl Wild;Pasquale Cardillo,United States
ARQIWOW11F4C840FF1,Cumberland Quartet,United States
ARQJBXN1187B9B11D9,Thirst,United Kingdom
ARQL2SZ1187B99244B,Nic Endo,United States
ARQMTJR1187FB42BB5,Mr Brown,United States
ARQMYTM1187FB4678C,Josh White,United States
ARQOC971187B9910FA,The Verve Pipe,United States
ARQQARA1187FB3F2AB,Lester Bowie,United States
ARQQP3Z1187FB5707B,Bert Kaempfert,Germany
ARQUMH41187B9AF699,Linkin Park,United States
ARQVC1L1187FB440DE,Brian Littrell,United States
ARQXAUH1187B9BA010,Bobbie Gentry,United States
ARQXJW51187B9AEE27,Since The Flood,United States
ARQXM2T1187B98FF32,Sonny James,United States
ARQZRQ11187B9A5918,John P. Kee,United States
ARR035B1187B99EF11,Leeroy Stagger,Canada
ARR3ONV1187B9A2F59,Muse,United Kingdom
ARR40ZV1187B9A10A8,Stern,United States
ARR575U1187B98FB97,The Perrys,United States
ARR7YYN1187FB5C015,Pee Wee Crayton,United States
